Iteration,ManagementArea,ActivatedDOValues,ActivatedDO,MatchedDO,MostImportantGoal,TotalNumberOfDO,BiomassHarvested,ManageAreaMaturityPercent,Biomass
12,2,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,162537.035,84.767347809884711,6939276.4550000001
13,3,,,"MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,62285.264999999999,91.23448810255411,6409384.5350000001
13,1,,,"MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,148097.64999999999,90.202249374851064,7827128.9249999998
13,2,,,"MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,132422.48000000001,84.842997766301053,7530081.7149999999
14,3,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,184479.82999999999,91.127860822159533,6237893.3550000004
14,1,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,293820.45000000001,90.093409150494736,7602627.3700000001
14,2,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,165723.435,84.68502641998235,7380376.1050000004
15,3,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,168019.84,91.165939859376039,6395833.8200000003
15,1,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,277184.96000000002,90.040950830980194,7874589.6399999997
15,2,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,199101.13500000001,84.549959062013485,7705315.7999999998
16,3,"50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50","MM10-1_DO1,MM1-1_DO1,MM11-1_DO1,MM12-1_DO1,MM13-1_DO1,MM14-1_DO1,MM15-1_DO1,MM16-1_DO1,MM17-1_DO1,MM18-1_DO1,MM19-1_DO1,MM20-1_DO1,MM2-1_DO1,MM21-1_DO1,MM22-1_DO1,MM23-1_DO1,MM24-1_DO1,MM25-1_DO1,MM26-1_DO1,MM27-1_DO1,MM28-1_DO1,MM29-1_DO1,MM3-1_DO1,MM4-1_DO1,MM5-1_DO1,MM6-1_DO1,MM7-1_DO1,MM8-1_DO1,MM9-1_DO1","MM10-1_DO1,MM10-1_DO2,MM10-1_DO3,MM1-1_DO1,MM1-1_DO2,MM1-1_DO3,MM11-1_DO1,MM11-1_DO2,MM11-1_DO3,MM12-1_DO1,MM12-1_DO2,MM12-1_DO3,MM13-1_DO1,MM13-1_DO2,MM13-1_DO3,MM14-1_DO1,MM14-1_DO2,MM14-1_DO3,MM15-1_DO1,MM15-1_DO2,MM15-1_DO3,MM16-1_DO1,MM16-1_DO2,MM16-1_DO3,MM17-1_DO1,MM17-1_DO2,MM17-1_DO3,MM18-1_DO1,MM18-1_DO2,MM18-1_DO3,MM19-1_DO1,MM19-1_DO2,MM19-1_DO3,MM20-1_DO1,MM20-1_DO2,MM20-1_DO3,MM2-1_DO1,MM2-1_DO2,MM2-1_DO3,MM21-1_DO1,MM21-1_DO2,MM21-1_DO3,MM22-1_DO1,MM22-1_DO2,MM22-1_DO3,MM23-1_DO1,MM23-1_DO2,MM23-1_DO3,MM24-1_DO1,MM24-1_DO2,MM24-1_DO3,MM25-1_DO1,MM25-1_DO2,MM25-1_DO3,MM26-1_DO1,MM26-1_DO2,MM26-1_DO3,MM27-1_DO1,MM27-1_DO2,MM27-1_DO3,MM28-1_DO1,MM28-1_DO2,MM28-1_DO3,MM29-1_DO1,MM29-1_DO2,MM29-1_DO3,MM3-1_DO1,MM3-1_DO2,MM3-1_DO3,MM4-1_DO1,MM4-1_DO2,MM4-1_DO3,MM5-1_DO1,MM5-1_DO2,MM5-1_DO3,MM6-1_DO1,MM6-1_DO2,MM6-1_DO3,MM7-1_DO1,MM7-1_DO2,MM7-1_DO3,MM8-1_DO1,MM8-1_DO2,MM8-1_DO3,MM9-1_DO1,MM9-1_DO2,MM9-1_DO3",G1,87,316016.39500000002,90.967888797792483,6191837.0099999998
